source_project,Stage,Created Date,Primary Source,Apartment Sub Type,Apartment,Postal Code,City,First Time Buyer,1st Applicant Age,1st Applicant Gender,Industry,Occupation-1st Applicant,1st Appicant Annual Income,Annual Household Income in Lakhs
Blubelle,5.Booking Confirmed,1/1/2024,Investor Sale,3BHK LUX,Blubelle/B/1301,560009.0,Bangalore,Not First Home,,Male,Others,Business,,
Blubelle,5.Booking Confirmed,23/4/2023,Channel Partner,3BHK LUX,Blubelle/B/1401,560076.0,Bangalore,First Home,,,Financial Services,Professional,,
Blubelle,5.Booking Confirmed,9/4/2023,Channel Partner,3BHK LUX,Blubelle/B/1501,560040.0,Bangalore,First Home,,,Others,Salaried,,
Blubelle,5.Booking Confirmed,27/7/2025,Channel Partner,3BHK LUX,Blubelle/B/1601,560001.0,Bengaluru,First Home,54.0,Male,Real Estate,Business,1Cr-1.5Cr,
Blubelle,5.Booking Confirmed,31/5/2023,Channel Partner,3BHK LUX,Blubelle/B/1701,560010.0,Bangalore,First Home,,,Others,Salaried,,
Blubelle,5.Booking Confirmed,29/12/2024,Repeat Marketing,3BHK LUX,Blubelle/B/1801,560004.0,Bengaluru,First Home,,Female,Retail,Salaried,1Cr-1.5Cr,1Cr-1.5Cr
Blubelle,5.Booking Confirmed,11/1/2026,Channel Partner,3BHK LUX,Blubelle/B/1901,431001.0,Chhatrapati Sambhajinagar,First Home,38.0,Female,Healthcare,Salaried,,
Blubelle,5.Booking Confirmed,25/5/2025,Digital Marketing,3BHK LUX,Blubelle/B/2001,560003.0,Bengaluru,First Home,35.0,Female,Others,Homemaker,,50L-60L
Blubelle,5.Booking Confirmed,19/8/2025,Channel Partner,3BHK LUX,Blubelle/B/2101,560102.0,Bengaluru,First Home,45.0,Male,IT/ITES,Salaried,60L-80L,1Cr-1.5Cr
Blubelle,5.Booking Confirmed,12/1/2026,Channel Partner,3BHK LUX,Blubelle/B/2201,8536.0,Plainsboro Township,First Home,45.0,Female,Pharma,SALARIED,,
Blubelle,5.Booking Confirmed,21/12/2025,Channel Partner,3BHK LUX,Blubelle/B/2301,560079.0,Bengaluru,First Home,38.0,Female,Others,Business,,
Blubelle,5.Booking Confirmed,28/9/2025,Digital Marketing,3BHK LUX,Blubelle/B/2401,560022.0,Bengaluru,First Home,53.0,Female,Government,Salaried,20L-25L,60L-80L
Blubelle,5.Booking Confirmed,22/12/2025,Channel Partner,3BHK LUX,Blubelle/B/2501,560040.0,Bengaluru,First Home,58.0,Male,Hospitality,Salaried,,
Blubelle,5.Booking Confirmed,27/1/2026,Digital Marketing,3BHK LUX,Blubelle/B/2601,560040.0,Bengaluru,First Home,55.0,Male,Others,Retired,,
Blubelle,5.Booking Confirmed,5/7/2023,Digital Marketing,3BHK LUX,Blubelle/B/2701,560078.0,Bangalore,First Home,,,Others,Salaried,,
Blubelle,5.Booking Confirmed,20/9/2025,Purva Champion,3BHK LUX,Blubelle/B/2801,560040.0,Bengaluru,First Home,65.0,Female,Others,Professional,10L-15L,60L-80L
Blubelle,5.Booking Confirmed,25/6/2025,Investor Sale,3BHK LUX,Blubelle/B/2901,560009.0,Bangalore,Not First Home,69.0,Male,Others,Business,>75 Lakhs,
Blubelle,5.Booking Confirmed,26/4/2023,Hoarding,3BHK LUX,Blubelle/B/3001,560056.0,Bangalore,First Home,,,Manufacturing,Salaried,,
Blubelle,5.Booking Confirmed,16/4/2023,Purva Privilege,3BHK LUX,Blubelle/B/3101,560040.0,Bangalore,First Home,,,Hospitality,Professional,,
Blubelle,5.Booking Confirmed,16/4/2023,Purva Privilege,3BHK LUX,Blubelle/B/3201,560079.0,Bangalore,First Home,,,Others,Retired,,
Blubelle,5.Booking Confirmed,8/5/2025,Investor Sale,3BHK Comfort,Blubelle/B/202,560009.0,Bangalore,First Home,,Other,Real Estate,Business,>75 Lakhs,
Blubelle,5.Booking Confirmed,14/4/2024,Digital Marketing,3BHK Comfort,Blubelle/B/402,560021.0,Bangalore,First Home,,Female,IT/ITES,Salaried,36-75 Lakhs,
Blubelle,5.Booking Confirmed,11/12/2023,Digital Marketing,3BHK Comfort,Blubelle/B/502,560016.0,Bangalore,First Home,,Male,IT/ITES,Salaried,,
Blubelle,5.Booking Confirmed,5/9/2023,Channel Partner,3BHK Comfort,Blubelle/B/602,560075.0,Bangalore,First Home,43.0,,IT/ITES,Salaried,,
Blubelle,5.Booking Confirmed,26/5/2025,Investor Sale,3BHK Comfort,Blubelle/B/702,560009.0,Bangalore,Not First Home,69.0,Other,Real Estate,Business,75Lakhs,80L-1Cr
Blubelle,5.Booking Confirmed,30/8/2024,Investor Sale,3BHK Comfort,Blubelle/B/802,560053.0,Bangalore,First Home,28.0,Male,Others,Business,,
Blubelle,5.Booking Confirmed,24/2/2024,Digital Marketing,3BHK Comfort,Blubelle/B/902,560048.0,Bangalore,First Home,,Male,IT/ITES,Salaried,,
Blubelle,5.Booking Confirmed,21/5/2023,Channel Partner,3BHK Comfort,Blubelle/B/1002,700106.0,Kolkata,First Home,,,Oil and Gas,Salaried,,
Blubelle,5.Booking Confirmed,30/6/2024,Channel Partner,3BHK Comfort,Blubelle/B/1102,560008.0,Bangalore,First Home,37.0,Female,IT/ITES,Salaried,36-75 Lakhs,
Blubelle,5.Booking Confirmed,1/1/2024,Investor Sale,3BHK Comfort,Blubelle/B/1202,560009.0,Bangalore,,,Male,Others,Business,,
Blubelle,5.Booking Confirmed,1/1/2024,Investor Sale,3BHK Comfort,Blubelle/B/1402,560009.0,Bangalore,First Home,,Male,Others,Business,,
Blubelle,5.Booking Confirmed,23/8/2025,Channel Partner,3BHK Comfort,Blubelle/B/1602,560040.0,Bengaluru,First Home,46.0,Female,Others,Homemaker,,40L-50L
Blubelle,5.Booking Confirmed,2/10/2025,Channel Partner,3BHK Comfort,Blubelle/B/1702,577113.0,Chickmaglur,First Home,30.0,Male,Agriculture,Business,40L-50L,
Blubelle,5.Booking Confirmed,13/5/2023,Investor Sale,3BHK Comfort,Blubelle/B/2102,560009.0,Bangalore,First Home,,,Real Estate,Business,,
Blubelle,5.Booking Confirmed,15/5/2023,Investor Sale,3BHK Comfort,Blubelle/B/2202,560009.0,Bangalore,Not First Home,,,Real Estate,Business,,
Blubelle,5.Booking Confirmed,21/4/2024,Digital Marketing,3BHK Comfort,Blubelle/B/2402,560070.0,Bangalore,First Home,,Male,Transportation,Salaried,> 75 Lakhs,
Blubelle,5.Booking Confirmed,5/5/2023,Investor Sale,3BHK Comfort,Blubelle/B/3102,560009.0,Bangalore,First Home,,,Real Estate,Business,,
Blubelle,5.Booking Confirmed,14/5/2024,Investor Sale,3BHK Comfort,Blubelle/B/3202,854340.0,BIHAR,First Home,,Male,Others,Salaried,,
Blubelle,5.Booking Confirmed,30/9/2023,Channel Partner,3BHK Comfort,Blubelle/B/403,577501.0,Chitradurga,First Home,44.0,,IT/ITES,Salaried,,
Blubelle,5.Booking Confirmed,26/5/2025,Investor Sale,3BHK Comfort,Blubelle/B/603,560009.0,Bangalore,Not First Home,67.0,Male,Others,Business,>75 Lakhs,
Blubelle,5.Booking Confirmed,11/9/2023,Channel Partner,3BHK Comfort,Blubelle/B/703,560010.0,Banglore,First Home,38.0,,IT/ITES,Salaried,,
Blubelle,5.Booking Confirmed,30/8/2024,Investor Sale,3BHK Comfort,Blubelle/B/803,560053.0,Bangalore,First Home,50.0,Female,Others,Business,,
Blubelle,5.Booking Confirmed,15/8/2023,Channel Partner,3BHK Comfort,Blubelle/B/903,560059.0,Bangalore,First Home,34.0,,IT/ITES,Salaried,,
Blubelle,5.Booking Confirmed,21/7/2023,Channel Partner,3BHK Comfort,Blubelle/B/1003,570007.0,mysore,First Home,,,Manufacturing,Salaried,,
Blubelle,5.Booking Confirmed,22/4/2023,Direct WalkIn / Site Branding,3BHK Comfort,Blubelle/B/1103,226021.0,Uttar Pradesh,First Home,,,Others,Retired,,
Blubelle,5.Booking Confirmed,1/1/2024,Investor Sale,3BHK Comfort,Blubelle/B/1203,560009.0,Bangalore,First Home,,Male,Others,Business,,
Blubelle,5.Booking Confirmed,14/4/2024,Channel Partner,3BHK Comfort,Blubelle/B/1303,560102.0,Bangalore,First Home,34.0,Female,IT/ITES,Salaried,18 -36 Lakhs,
Blubelle,5.Booking Confirmed,1/1/2024,Investor Sale,3BHK Comfort,Blubelle/B/1403,560009.0,Bangalore,Not First Home,,Male,Others,Business,,
Blubelle,5.Booking Confirmed,27/8/2023,Digital Marketing,3BHK Comfort,Blubelle/B/1503,562110.0,Devanahalli,First Home,55.0,,,Salaried,,
Blubelle,5.Booking Confirmed,19/9/2023,Digital Marketing,3BHK Comfort,Blubelle/B/1603,560103.0,BANGALORE,First Home,35.0,,IT/ITES,Salaried,,
Blubelle,5.Booking Confirmed,21/9/2023,Purva Privilege,3BHK Comfort,Blubelle/B/1803,700064.0,Kolkatha,First Home,41.0,,Others,Salaried,,
Blubelle,5.Booking Confirmed,8/12/2023,Digital Marketing,3BHK Comfort,Blubelle/B/1903,500087.0,Bangalore,First Home,,Female,IT/ITES,Salaried,,
Blubelle,5.Booking Confirmed,15/5/2023,Investor Sale,3BHK Comfort,Blubelle/B/2103,560009.0,Bangalore,First Home,,,Real Estate,Business,,
Blubelle,5.Booking Confirmed,15/5/2023,Investor Sale,3BHK Comfort,Blubelle/B/2203,560009.0,Bangalore,Not First Home,,,Real Estate,Business,,
Blubelle,5.Booking Confirmed,31/7/2024,Digital Marketing,3BHK Comfort,Blubelle/B/2303,571234.0,kushalnagar,First Home,,Female,IT/ITES,Salaried,18-36 Lacks,
Blubelle,5.Booking Confirmed,8/5/2023,Channel Partner,3BHK Comfort,Blubelle/B/2403,400006.0,Mumbai,First Home,,,Banking,Salaried,,
Blubelle,5.Booking Confirmed,15/1/2025,Channel Partner,3BHK Comfort,Blubelle/B/3003,560079.0,Bangalore,First Home,42.0,Male,Telecom,Salaried,60L-80L,80L-1Cr
Blubelle,5.Booking Confirmed,5/5/2023,Investor Sale,3BHK Comfort,Blubelle/B/3103,560009.0,Bangalore,First Home,,,Real Estate,Business,,
Blubelle,5.Booking Confirmed,14/5/2024,Investor Sale,3BHK Comfort,Blubelle/B/3203,854340.0,BIHAR,First Home,,Male,Others,Salaried,,
Blubelle,5.Booking Confirmed,23/7/2023,Channel Partner,2BHK,Blubelle/B/2003,560099.0,Bangalore,First Home,34.0,,IT/ITES,Salaried,,
Blubelle,5.Booking Confirmed,12/8/2025,Channel Partner,3BHK LUX,Blubelle/B/204,160015.0,Chandigarh,First Home,35.0,Male,Financial Services,Salaried,60L-80L,50L-60L
Blubelle,5.Booking Confirmed,6/4/2025,Digital Marketing,3BHK LUX,Blubelle/B/304,560104.0,Bangalore,First Home,29.0,Male,IT/ITES,Salaried,18-36 Lakhs,
Blubelle,5.Booking Confirmed,4/1/2024,Investor Sale,3BHK LUX,Blubelle/B/404,560009.0,Bangalore,First Home,,Female,Others,HOUSEWIFE,,
Blubelle,5.Booking Confirmed,4/1/2024,Investor Sale,3BHK LUX,Blubelle/B/504,560009.0,Bangalore,First Home,,Male,Others,Business,,
Blubelle,5.Booking Confirmed,29/9/2023,Digital Marketing,3BHK LUX,Blubelle/B/604,572120.0,Tumkur,First Home,48.0,,Others,Business,,
Blubelle,5.Booking Confirmed,12/11/2023,Digital Marketing,3BHK LUX,Blubelle/B/804,575002.0,Mangaluru,First Home,,Male,IT/ITES,Salaried,,
Blubelle,5.Booking Confirmed,18/2/2024,Digital Marketing,3BHK LUX,Blubelle/B/904,560032.0,Bangalore,First Home,,Male,Others,Salaried,,
Blubelle,5.Booking Confirmed,4/1/2024,Investor Sale,3BHK LUX,Blubelle/B/1004,560009.0,Bangalore,First Home,,Male,Real Estate,Business,,
Blubelle,5.Booking Confirmed,29/4/2024,Digital Marketing,3BHK LUX,Blubelle/B/1104,560017.0,Bengaluru,First Home,,Female,IT/ITES,Salaried,36-75 Lakhs,
Blubelle,5.Booking Confirmed,4/1/2024,Investor Sale,3BHK LUX,Blubelle/B/1204,560009.0,Bangalore,Not First Home,,Male,Others,Business,,
Blubelle,5.Booking Confirmed,22/8/2024,Channel Partner,3BHK LUX,Blubelle/B/1304,695141.0,Trivandrum,First Home,36.0,Female,Others,Professional,18 -36 Lakhs,
Blubelle,5.Booking Confirmed,10/4/2023,Investor Sale,3BHK LUX,Blubelle/B/1404,560009.0,Bangalore,First Home,,,Others,Business,,
Blubelle,5.Booking Confirmed,10/2/2024,Purva Champion,3BHK LUX,Blubelle/B/1504,400078.0,Mumbai,First Home,41.0,Female,IT/ITES,Salaried,,
Blubelle,5.Booking Confirmed,10/1/2024,Digital Marketing,3BHK LUX,Blubelle/B/1604,560018.0,Bangalore,First Home,,Female,Others,HOUSEWIFE,36 to 75 lakhs,
Blubelle,5.Booking Confirmed,8/4/2023,Channel Partner,3BHK LUX,Blubelle/B/1704,560076.0,Bangalore,First Home,,,Others,,,
Blubelle,5.Booking Confirmed,19/6/2024,Direct WalkIn / Site Branding,3BHK LUX,Blubelle/B/1804,421503.0,Badlapur,First Home,30.0,Male,IT/ITES,Salaried,18 -36 Lakhs,
Blubelle,5.Booking Confirmed,26/8/2024,Purva Privilege,3BHK LUX,Blubelle/B/1904,560061.0,Bangalore,First Home,33.0,Male,Others,Professional,36 - 75 Lakhs,
Blubelle,5.Booking Confirmed,8/7/2023,Exhibition/Event,3BHK LUX,Blubelle/B/2004,400012.0,Mumbai,First Home,,,IT/ITES,Salaried,,
Blubelle,5.Booking Confirmed,23/9/2024,Channel Partner,3BHK LUX,Blubelle/B/2104,560035.0,Bangalore,First Home,,Male,Retail,Salaried,36-75 Lakhs,
Blubelle,5.Booking Confirmed,28/7/2024,Channel Partner,3BHK LUX,Blubelle/B/2204,560010.0,Bangalore,First Home,,Female,IT/ITES,Salaried,18 - 36 Lakhs,
Blubelle,5.Booking Confirmed,31/7/2025,Channel Partner,3BHK LUX,Blubelle/B/2304,560091.0,Bangalore,First Home,42.0,Male,Engineering,Professional,10L-15L,
Blubelle,5.Booking Confirmed,31/12/2024,Digital Marketing,3BHK LUX,Blubelle/B/2404,560071.0,Bengaluru,First Home,32.0,Female,Healthcare,Professional,15L-20L,15L-20L
Blubelle,5.Booking Confirmed,23/12/2025,Channel Partner,3BHK LUX,Blubelle/B/2504,580020.0,Hubballi,First Home,27.0,Female,Others,Homemaker,,
Blubelle,5.Booking Confirmed,10/1/2026,Purva Champion,3BHK LUX,Blubelle/B/2604,518001.0,Kurnool,First Home,28.0,Male,Engineering,SALARIED,,
Blubelle,5.Booking Confirmed,10/7/2025,Channel Partner,3BHK LUX,Blubelle/B/2704,560023.0,Bengaluru,First Home,32.0,Male,Financial Services,Professional,80L-1Cr,
Blubelle,5.Booking Confirmed,22/12/2025,Digital Marketing,3BHK LUX,Blubelle/B/2804,98136.0,Seattle,First Home,32.0,Female,Engineering,SALARIED,,
Blubelle,5.Booking Confirmed,27/8/2025,Digital Marketing,3BHK LUX,Blubelle/B/2904,600020.0,Chennai,First Home,58.0,Male,IT/ITES,Salaried,1Cr-1.5Cr,1Cr-1.5Cr
Blubelle,5.Booking Confirmed,8/4/2023,Channel Partner,3BHK LUX,Blubelle/B/3004,560103.0,Bangalore,First Home,,Female,IT/ITES,Salaried,,
Blubelle,5.Booking Confirmed,4/6/2023,Digital Marketing,3BHK LUX,Blubelle/B/3104,560003.0,Bangalore,First Home,,,Healthcare,Salaried,,
Blubelle,5.Booking Confirmed,4/1/2024,Investor Sale,3BHK LUX,Blubelle/B/3204,560009.0,Bangalore,,,Male,Others,Business,,
Blubelle,5.Booking Confirmed,19/11/2024,Investor Sale,3BHK Comfort,Blubelle/B/205,560036.0,Bangalore,First Home,,Male,Others,Salaried,,
Blubelle,5.Booking Confirmed,1/9/2023,Purva Privilege,3BHK Comfort,Blubelle/B/305,560085.0,Banglore,First Home,44.0,,IT/ITES,Salaried,,
Blubelle,5.Booking Confirmed,11/4/2023,Investor Sale,3BHK Comfort,Blubelle/B/405,560009.0,Bangalore,First Home,,,Real Estate,Business,,
Blubelle,5.Booking Confirmed,26/4/2023,Investor Sale,3BHK Comfort,Blubelle/B/505,560009.0,Bangalore,First Home,,,Real Estate,Business,,
Blubelle,5.Booking Confirmed,26/4/2023,Investor Sale,3BHK Comfort,Blubelle/B/605,560009.0,Bangalore,First Home,,,Others,Business,,
Blubelle,5.Booking Confirmed,26/4/2023,Investor Sale,3BHK Comfort,Blubelle/B/705,560009.0,Bangalore,First Home,,,Others,Business,,
Blubelle,5.Booking Confirmed,18/2/2025,Investor Sale,3BHK Comfort,Blubelle/B/805,560053.0,Bangalore,First Home,37.0,Male,IT/ITES,Salaried,50 lakhs,50L-60L
Blubelle,5.Booking Confirmed,28/11/2023,Investor Sale,3BHK Comfort,Blubelle/B/905,560015.0,Bangalore,First Home,,Male,IT/ITES,Business,,
Blubelle,5.Booking Confirmed,11/4/2023,Investor Sale,3BHK Comfort,Blubelle/B/1005,560009.0,Bangalore,First Home,,,Real Estate,Business,,
Blubelle,5.Booking Confirmed,23/10/2024,Investor Sale,3BHK Comfort,Blubelle/B/1105,590001.0,Belagavi,First Home,,Male,Others,Business,,
Blubelle,5.Booking Confirmed,14/5/2024,Investor Sale,3BHK Comfort,Blubelle/B/1205,301019.0,Alwar,,,Male,Manufacturing,Business,75 Lakhs,
Blubelle,5.Booking Confirmed,25/6/2025,Investor Sale,3BHK Comfort,Blubelle/B/1305,560009.0,Bangalore,Not First Home,69.0,Male,Others,Business,>75 Lakhs,
Blubelle,5.Booking Confirmed,1/2/2024,Channel Partner,3BHK Comfort,Blubelle/B/1405,560008.0,Bangalore,First Home,,Male,Others,Business,,
Blubelle,5.Booking Confirmed,19/7/2025,Channel Partner,3BHK Comfort,Blubelle/B/1505,600036.0,Chennai,First Home,35.0,Male,Engineering,Salaried,30L-40L,50L-60L
Blubelle,5.Booking Confirmed,26/10/2025,Channel Partner,3BHK Comfort,Blubelle/B/1605,560002.0,Bengaluru,First Home,34.0,Male,Manufacturing,Business,,20L-25L
Blubelle,5.Booking Confirmed,19/10/2025,Channel Partner,3BHK Comfort,Blubelle/B/1805,560002.0,Bengaluru,First Home,34.0,Male,Manufacturing,Business,25L-30L,25L-30L
Blubelle,5.Booking Confirmed,28/1/2026,Digital Marketing,3BHK Comfort,Blubelle/B/2005,625107.0,Madurai,First Home,29.0,Male,IT/ITES,SALARIED,,
Blubelle,5.Booking Confirmed,10/4/2023,Investor Sale,3BHK Comfort,Blubelle/B/2505,560009.0,Bangalore,First Home,,,Others,Business,,
Blubelle,5.Booking Confirmed,2/2/2026,Digital Marketing,3BHK Comfort,Blubelle/B/2605,583227.0,Gangavathi,First Home,64.0,Male,Infrastructure,BUSINESS,,
Blubelle,5.Booking Confirmed,27/11/2025,Purva Privilege,3BHK Comfort,Blubelle/B/2705,560053.0,Bengaluru,First Home,39.0,Male,Others,BUSINESS,,
Blubelle,5.Booking Confirmed,11/9/2023,Investor Sale,3BHK Comfort,Blubelle/B/2805,560023.0,Banglore,First Home,46.0,,Others,Salaried,,
Blubelle,5.Booking Confirmed,12/12/2025,Purva Privilege,3BHK Comfort,Blubelle/B/2905,560086.0,Bengaluru,First Home,46.0,Male,Others,Business,,
Blubelle,5.Booking Confirmed,16/6/2023,Digital Marketing,3BHK Comfort,Blubelle/B/3005,560036.0,Bangalore,First Home,,,Others,Professional,,
Blubelle,5.Booking Confirmed,14/5/2024,Investor Sale,3BHK Comfort,Blubelle/B/3205,500073.0,Bangalore,First Home,,Female,Others,Salaried,,
Blubelle,5.Booking Confirmed,24/3/2024,Channel Partner,3BHK Comfort,Blubelle/B/206,560023.0,Bangalore,First Home,,Male,Others,Salaried,,
Blubelle,5.Booking Confirmed,20/8/2023,Digital Marketing,3BHK Comfort,Blubelle/B/306,627002.0,Tirunelveli,First Home,33.0,,Others,Salaried,,
Blubelle,5.Booking Confirmed,11/4/2023,Investor Sale,3BHK Comfort,Blubelle/B/406,560009.0,Bangalore,First Home,,,Real Estate,Business,,
Blubelle,5.Booking Confirmed,26/4/2023,Investor Sale,3BHK Comfort,Blubelle/B/506,560009.0,Bangalore,First Home,,,Others,Salaried,,
Blubelle,5.Booking Confirmed,26/4/2023,Investor Sale,3BHK Comfort,Blubelle/B/606,560009.0,Bangalore,First Home,,,Others,Business,,
Blubelle,5.Booking Confirmed,26/4/2023,Investor Sale,3BHK Comfort,Blubelle/B/706,560009.0,Bangalore,First Home,,,Others,Business,,
Blubelle,5.Booking Confirmed,18/2/2025,Investor Sale,3BHK Comfort,Blubelle/B/806,560053.0,Bangalore,First Home,31.0,Male,IT/ITES,Business,50 Lakhs,
Blubelle,5.Booking Confirmed,11/4/2023,Investor Sale,3BHK Comfort,Blubelle/B/1006,560009.0,Bangalore,First Home,,,Real Estate,Business,,
Blubelle,5.Booking Confirmed,14/5/2024,Investor Sale,3BHK Comfort,Blubelle/B/1206,301019.0,Alwar,Not First Home,,Male,Manufacturing,Business,75 Lakhs,
Blubelle,5.Booking Confirmed,8/5/2025,Investor Sale,3BHK Comfort,Blubelle/B/1306,560009.0,Bangalore,First Home,,Other,Real Estate,Business,>75 lakhs,
Blubelle,5.Booking Confirmed,8/5/2025,Investor Sale,3BHK Comfort,Blubelle/B/1406,560009.0,Bangalore,First Home,,Other,Real Estate,Business,>75 lakhs,
Blubelle,5.Booking Confirmed,31/12/2023,Channel Partner,3BHK Comfort,Blubelle/B/1506,560099.0,Bangalore,First Home,,Male,IT/ITES,Salaried,,
Blubelle,5.Booking Confirmed,14/12/2025,Digital Marketing,3BHK Comfort,Blubelle/B/1606,560048.0,Bengaluru,First Home,38.0,Female,Banking,Salaried,,
Blubelle,5.Booking Confirmed,21/3/2024,Digital Marketing,3BHK Comfort,Blubelle/B/2206,560036.0,Bangalore,First Home,36.0,Male,Financial Services,Salaried,,
Blubelle,5.Booking Confirmed,10/4/2023,Investor Sale,3BHK Comfort,Blubelle/B/2506,560009.0,Bangalore,First Home,,,Others,Business,,
Blubelle,5.Booking Confirmed,11/9/2023,Investor Sale,3BHK Comfort,Blubelle/B/2806,560023.0,Bangalore,First Home,46.0,,Others,Salaried,,
Blubelle,5.Booking Confirmed,26/7/2024,Print Media,3BHK Comfort,Blubelle/B/2906,560086.0,Bengaluru,First Home,46.0,Male,Others,BUSINESS,18-36 Lacks,
Blubelle,5.Booking Confirmed,14/5/2024,Investor Sale,3BHK Comfort,Blubelle/B/3206,560070.0,Bangalore,First Home,30.0,Male,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,21/8/2023,Channel Partner,3BHK+3T GRAND,Ecopolitan/W3/0101,560043,Bangaluru,First Home,57.0,Female,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,12/1/2025,Channel Partner,2BHK+2T GRAND,Ecopolitan/W3/0102,560070,Bangalore,First Home,51.0,Male,IT/ITES,Salaried,,
Ecopolitan,5.Booking Confirmed,9/12/2024,Channel Partner,2BHK+2T GRAND,Ecopolitan/W3/1302,560103,Bangalore,First Home,31.0,Male,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,30/10/2024,Channel Partner,2BHK+2T GRAND,Ecopolitan/W3/1602,560043,Bangalore,First Home,38.0,Female,Financial Services,Salaried,,
Ecopolitan,5.Booking Confirmed,18/11/2024,Channel Partner,3BHK+3T GRAND,Ecopolitan/W3/0201,560102,Bangalore,,44.0,Female,Banking,Salaried,,
Ecopolitan,5.Booking Confirmed,21/8/2023,Channel Partner,3BHK+3T GRAND,Ecopolitan/W3/0301,462030,Bhopal,First Home,47.0,Male,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,21/8/2023,Channel Partner,3BHK+2T COMFORT,Ecopolitan/W3/0705,560023,Bangalore,,58.0,Male,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,21/8/2023,Channel Partner,3BHK+3T GRAND,Ecopolitan/W3/1708,560043,Bangaluru,,,,Real Estate,,,
Ecopolitan,5.Booking Confirmed,5/11/2024,Channel Partner,3BHK+3T GRAND,Ecopolitan/W3/0401,560024,Bangalore,First Home,32.0,Male,IT/ITES,Salaried,,
Ecopolitan,5.Booking Confirmed,11/1/2025,Channel Partner,3BHK+3T GRAND,Ecopolitan/W3/0501,201308,Noida,,31.0,Female,IT/ITES,Salaried,,
Ecopolitan,5.Booking Confirmed,26/11/2024,Channel Partner,3BHK+3T GRAND,Ecopolitan/W3/0601,560064,Bangalore,First Home,44.0,Male,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,1/11/2024,Channel Partner,3BHK+3T GRAND,Ecopolitan/W3/0701,734004,Jalpaiguri,First Home,33.0,Female,IT/ITES,Salaried,,
Ecopolitan,5.Booking Confirmed,10/1/2025,Channel Partner,2BHK+2T GRAND,Ecopolitan/W3/0503,691001,Kolam,First Home,47.0,Male,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,15/10/2024,Channel Partner,2BHK+2T GRAND,Ecopolitan/W3/0703,676503,Malappuram,,33.0,Female,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,21/8/2023,Channel Partner,3BHK+3T GRAND,Ecopolitan/W3/0901,560043,Bangaluru,,,,Real Estate,,,
Ecopolitan,5.Booking Confirmed,26/10/2024,Channel Partner,3BHK+3T GRAND,Ecopolitan/W3/1101,560078,Bangalore,,36.0,Male,Banking,Salaried,,
Ecopolitan,5.Booking Confirmed,21/8/2023,Channel Partner,3BHK+3T GRAND,Ecopolitan/W3/1201,560043,Bengaluru,First Home,48.0,Male,Real Estate,Salaried,,
Ecopolitan,5.Booking Confirmed,21/8/2023,Channel Partner,2BHK+2T GRAND,Ecopolitan/W3/1607,560103,Bangaluru,First Home,36.0,Female,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,14/11/2024,Channel Partner,3BHK+3T GRAND,Ecopolitan/W3/0801,560049,Bangalore,First Home,36.0,Male,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,1/2/2025,Channel Partner,2BHK+2T GRAND,Ecopolitan/W3/1902,515711,Ananthapu,First Home,38.0,Male,Banking,Salaried,,
Ecopolitan,5.Booking Confirmed,21/8/2023,Channel Partner,3BHK+3T GRAND,Ecopolitan/W3/1001,247001,Nukur,First Home,33.0,Male,Others,Salaried,,
